4,0,0,4.0621e-05,5.2901e-05
5,0,0,4.3655e-05,5.5259e-05
6,0,0,6.6235e-05,7.7748e-05
7,0,0,0.00016394,0.000175527
8,0,0,0.000576273,0.000587924
9,0,0,0.002466812,0.0024784
10,0,0,0.011349661,0.011360433
11,0,0,0.058101673,0.058112407
12,0,0,0.287175822,0.287186584
13,0,0,1.789491028,1.789499391
14,0,0,11.94561247,11.945620694
4,1,0,4.1765e-05,5.0029e-05
5,1,0,4.0978e-05,4.9212e-05
6,1,0,5.6803e-05,6.511e-05
7,1,0,0.000122077,0.000135365
8,1,0,0.000417548,0.000425938
9,1,0,0.001834403,0.001843369
10,1,0,0.008747519,0.008755788
11,1,0,0.04500114,0.045009505
12,1,0,0.253031895,0.253040179
13,1,0,1.786244682,1.786253017
14,1,0,11.925540418,11.925548609
4,2,0,8.931e-05,9.7686e-05
5,2,0,9.1189e-05,9.9478e-05
6,2,0,9.7223e-05,0.000105543
7,2,0,0.00013355,0.00014179
8,2,0,0.000272644,0.0002809
9,2,0,0.001059319,0.001067605
10,2,0,0.004558724,0.004567138
11,2,0,0.024871545,0.024879884
12,2,0,0.127392077,0.127400355
13,2,0,0.93463191,0.934640299
14,2,0,5.952771201,5.952779496
4,3,0,0.000120481,0.000129006
5,3,0,0.00011972,0.000127876
6,3,0,0.000106884,0.000115136
7,3,0,0.000145988,0.000154407
8,3,0,0.000237684,0.000246248
9,3,0,0.000760275,0.000768682
10,3,0,0.003640077,0.003648682
11,3,0,0.017555811,0.017564203
12,3,0,0.091184279,0.09119263
13,3,0,0.684771275,0.684779495
14,3,0,4.401448305,4.401456573
4,4,0,0.000153543,0.000161686
5,4,0,0.000147066,0.000155408
6,4,0,0.000141493,0.000149785
7,4,0,0.000165153,0.000173574
8,4,0,0.000241534,0.000249935
9,4,0,0.000749565,0.000757946
10,4,0,0.002958267,0.002966893
11,4,0,0.014293793,0.014302506
12,4,0,0.071810365,0.071819015
13,4,0,0.543978716,0.543987703
14,4,0,3.553706609,3.55371487
4,5,0,0.000196677,0.000205042
5,5,0,0.00016542,0.000174189
6,5,0,0.000132623,0.000141251
7,5,0,0.000182803,0.000191092
8,5,0,0.000256058,0.000264387
9,5,0,0.000622964,0.000631205
10,5,0,0.002198729,0.002207141
11,5,0,0.012826929,0.012835635
12,5,0,0.06582617,0.065834961
13,5,0,0.431514363,0.431522787
14,5,0,2.804884799,2.804893251
4,6,0,0.000223639,0.000231948
5,6,0,0.000201222,0.000209398
6,6,0,0.000218599,0.000226854
7,6,0,0.000209077,0.000222113
8,6,0,0.000269793,0.000278666
9,6,0,0.000642965,0.000651309
10,6,0,0.002156216,0.002164468
11,6,0,0.009612603,0.009621326
12,6,0,0.050639783,0.050648156
13,6,0,0.40392108,0.403929944
14,6,0,2.654488721,2.654497703
4,0,1,2.7708e-05,3.6021e-05
5,0,1,4.0612e-05,5.155e-05
6,0,1,6.0931e-05,7.1907e-05
7,0,1,0.000144057,0.000154523
8,0,1,0.000536742,0.000547355
9,0,1,0.001859411,0.001867638
10,0,1,0.008691308,0.008699688
11,0,1,0.044692006,0.044700233
12,0,1,0.254719749,0.254728227
13,0,1,1.799039404,1.799048427
14,0,1,13.071808369,13.071819331
4,1,1,0.000100354,0.000121188
5,1,1,9.832e-05,0.000117603
6,1,1,0.000134035,0.00015378
7,1,1,0.000273044,0.000291382
8,1,1,0.000951149,0.000969328
9,1,1,0.003867616,0.003884835
10,1,1,0.016943954,0.016960939
11,1,1,0.069392804,0.069407694
12,1,1,0.331113008,0.331124029
13,1,1,1.834552245,1.834563052
14,1,1,11.930723607,11.930731903
4,2,1,9.9182e-05,0.000107456
5,2,1,9.4114e-05,0.000102266
6,2,1,9.6688e-05,0.000104812
7,2,1,0.000129425,0.000137613
8,2,1,0.000276092,0.000284583
9,2,1,0.001058624,0.001066941
10,2,1,0.004450106,0.004458297
11,2,1,0.024624872,0.024633227
12,2,1,0.12732959,0.127338028
13,2,1,0.931464025,0.93147211
14,2,1,5.961588805,5.961597031
4,3,1,0.000124393,0.00013258
5,3,1,0.000119965,0.000128111
6,3,1,0.000136875,0.000145449
7,3,1,0.000148868,0.000157772
8,3,1,0.000250224,0.000258811
9,3,1,0.000755055,0.000763521
10,3,1,0.003677777,0.003686153
11,3,1,0.017318006,0.017326257
12,3,1,0.090920838,0.090928985
13,3,1,0.676766112,0.67677435
14,3,1,4.395481476,4.395490546
4,4,1,0.000156364,0.000164696
5,4,1,0.000146083,0.000154318
6,4,1,0.000160212,0.000168514
7,4,1,0.000178759,0.000186862
8,4,1,0.000250245,0.00025864
9,4,1,0.000782432,0.00079064
10,4,1,0.002930458,0.002939252
11,4,1,0.013914171,0.01392238
12,4,1,0.071673899,0.071682272
13,4,1,0.545783893,0.545792438
14,4,1,3.552784233,3.552792566
4,5,1,0.000175295,0.000183525
5,5,1,0.000185525,0.000193707
6,5,1,0.000145041,0.00015356
7,5,1,0.000157983,0.000166182
8,5,1,0.00026224,0.000270473
9,5,1,0.000607097,0.000615446
10,5,1,0.002092858,0.00210118
11,5,1,0.012911082,0.01292261
12,5,1,0.066514254,0.066522747
13,5,1,0.438585784,0.438594136
14,5,1,2.811208142,2.811216716
4,6,1,0.000186745,0.000194899
5,6,1,0.000201807,0.000209836
6,6,1,0.000199308,0.000207795
7,6,1,0.000204647,0.000213358
8,6,1,0.000248982,0.000257869
9,6,1,0.000615121,0.00062329
10,6,1,0.002167785,0.002176105
11,6,1,0.009888896,0.009898518
12,6,1,0.050410648,0.050418807
13,6,1,0.420221881,0.420230104
14,6,1,2.63314836,2.633156619
4,0,2,2.8341e-05,3.6891e-05
5,0,2,3.1142e-05,3.9473e-05
6,0,2,4.7254e-05,5.5496e-05
7,0,2,0.000110393,0.000118702
8,0,2,0.000409558,0.000417766
9,0,2,0.001797077,0.001805443
10,0,2,0.008585734,0.008594075
11,0,2,0.0444443,0.044452591
12,0,2,0.251115516,0.251123739
13,0,2,1.776885039,1.776893179
14,0,2,12.187445123,12.187453541
4,1,2,4.3329e-05,5.1715e-05
5,1,2,4.1275e-05,4.9601e-05
6,1,2,5.7541e-05,6.5861e-05
7,1,2,0.000121424,0.000129571
8,1,2,0.000422896,0.000431101
