4,0,0,3.8534e-05,5.006e-05
5,0,0,4.0363e-05,5.1714e-05
6,0,0,4.9663e-05,6.1369e-05
7,0,0,9.6564e-05,0.000108467
8,0,0,0.0002661,0.000277883
9,0,0,0.001200418,0.001212003
10,0,0,0.005027062,0.005038609
11,0,0,0.028355383,0.028366875
12,0,0,0.146076675,0.146088268
13,0,0,0.76146628,0.761478459
14,0,0,5.291939891,5.291948547
4,1,0,4.0063e-05,4.8802e-05
5,1,0,4.0003e-05,4.8752e-05
6,1,0,4.5709e-05,5.4303e-05
7,1,0,7.8263e-05,8.6916e-05
8,1,0,0.000203133,0.000211862
9,1,0,0.000918137,0.000926895
10,1,0,0.003892307,0.003901105
11,1,0,0.022020951,0.022029487
12,1,0,0.111795959,0.111805367
13,1,0,0.874274028,0.874282663
14,1,0,5.371863754,5.371873194
4,2,0,0.00015669,0.000166259
5,2,0,0.000151417,0.000159983
6,2,0,0.000160054,0.000168654
7,2,0,0.000230754,0.000249596
8,2,0,0.000389378,0.000410117
9,2,0,0.000974811,0.000994223
10,2,0,0.003421276,0.00344121
11,2,0,0.015189355,0.015207797
12,2,0,0.077299495,0.077316062
13,2,0,0.494013833,0.494026048
14,2,0,3.375165746,3.375177143
4,3,0,0.000193837,0.000205163
5,3,0,0.000162589,0.000182938
6,3,0,0.000144694,0.000155833
7,3,0,0.000161339,0.000171032
8,3,0,0.000221979,0.000232623
9,3,0,0.000532003,0.000542073
10,3,0,0.001996319,0.002006294
11,3,0,0.00976636,0.009778395
12,3,0,0.04989408,0.049905405
13,3,0,0.370865935,0.370876752
14,3,0,2.409327261,2.409337908
4,4,0,0.000221397,0.000235298
5,4,0,0.000179517,0.000192723
6,4,0,0.00019952,0.000212814
7,4,0,0.000251228,0.000264399
8,4,0,0.00024689,0.000259722
9,4,0,0.000608939,0.000621933
10,4,0,0.001809836,0.001827874
11,4,0,0.007927188,0.007939495
12,4,0,0.039461873,0.039474032
13,4,0,0.257403189,0.257412112
14,4,0,1.602609897,1.602619164
4,5,0,0.000138151,0.000146926
5,5,0,0.00019744,0.000207336
6,5,0,0.000188782,0.00019832
7,5,0,0.000232171,0.000240965
8,5,0,0.000196602,0.000205494
9,5,0,0.000329032,0.000337773
10,5,0,0.000973689,0.000982904
11,5,0,0.007689396,0.007698617
12,5,0,0.03873426,0.038743804
13,5,0,0.251979597,0.251989139
14,5,0,1.550645039,1.550654584
4,6,0,0.000183803,0.000195104
5,6,0,0.000227352,0.000239082
6,6,0,0.000257738,0.000269117
7,6,0,0.000165723,0.000174718
8,6,0,0.000264146,0.000273704
9,6,0,0.000381911,0.00039073
10,6,0,0.001017973,0.001026856
11,6,0,0.004349117,0.004358353
12,6,0,0.021814911,0.021824112
13,6,0,0.236872643,0.236882074
14,6,0,1.491617216,1.491631866
4,0,1,4.2755e-05,5.6074e-05
5,0,1,4.6253e-05,5.957e-05
6,0,1,5.6884e-05,7.0198e-05
7,0,1,0.000116815,0.000130277
8,0,1,0.000309765,0.000322783
9,0,1,0.001412442,0.001425633
10,0,1,0.005898154,0.005911358
11,0,1,0.030518032,0.030530628
12,0,1,0.113016129,0.113027183
13,0,1,0.7301995,0.730208166
14,0,1,5.368266711,5.368275402
4,1,1,3.7797e-05,4.6352e-05
5,1,1,3.9778e-05,4.8467e-05
6,1,1,4.5922e-05,5.4496e-05
7,1,1,7.8624e-05,8.7309e-05
8,1,1,0.000201749,0.000210479
9,1,1,0.000920297,0.00092905
10,1,1,0.003823029,0.003831692
11,1,1,0.021645351,0.021654014
12,1,1,0.111632694,0.111641276
13,1,1,0.881444399,0.881452877
14,1,1,5.373778366,5.373787043
4,2,1,0.000145618,0.000154111
5,2,1,0.000161375,0.000170197
6,2,1,0.000168103,0.000176633
7,2,1,0.000185047,0.000193868
8,2,1,0.000235209,0.000243799
9,2,1,0.001083732,0.00109242
10,2,1,0.003792243,0.003806579
11,2,1,0.016592664,0.016601294
12,2,1,0.077327205,0.077335762
13,2,1,0.510074334,0.510083285
14,2,1,3.075036661,3.075045338
4,3,1,0.00014943,0.000158151
5,3,1,0.000147652,0.000157002
6,3,1,0.000157706,0.000166763
7,3,1,0.000152945,0.000161843
8,3,1,0.000202884,0.00021157
9,3,1,0.000797417,0.000813017
10,3,1,0.001683149,0.001694491
11,3,1,0.010007107,0.01001858
12,3,1,0.052315139,0.052323912
13,3,1,0.362905118,0.362914136
14,3,1,2.222422672,2.222431401
4,4,1,0.000154662,0.000163603
5,4,1,0.000183372,0.00019209
6,4,1,0.000146422,0.000155229
7,4,1,0.000228226,0.000237038
8,4,1,0.000327783,0.000340126
9,4,1,0.000510994,0.000523292
10,4,1,0.001897086,0.001909701
11,4,1,0.007780601,0.007792528
12,4,1,0.039629609,0.039641646
13,4,1,0.261345992,0.261354812
14,4,1,1.708338548,1.708347449
4,5,1,0.000136856,0.000145592
5,5,1,0.000127645,0.000136416
6,5,1,0.000190883,0.000199749
7,5,1,0.000273803,0.000283758
8,5,1,0.0001988,0.000207768
9,5,1,0.00040917,0.000418094
10,5,1,0.001140264,0.001149227
11,5,1,0.007577655,0.007588367
12,5,1,0.037609226,0.037618226
13,5,1,0.256076462,0.256085259
14,5,1,1.59816777,1.598176643
4,6,1,0.000196866,0.000205649
5,6,1,0.000223095,0.00023195
6,6,1,0.000212334,0.000221006
7,6,1,0.000187731,0.000196533
8,6,1,0.000242983,0.000254674
9,6,1,0.000491339,0.000502691
10,6,1,0.001607458,0.001619004
11,6,1,0.00620294,0.006211946
12,6,1,0.027661189,0.02767004
13,6,1,0.235845731,0.235854533
14,6,1,1.500470572,1.500480051
4,0,2,2.9948e-05,4.03e-05
5,0,2,3.3172e-05,4.1825e-05
6,0,2,3.9986e-05,4.8734e-05
7,0,2,7.4686e-05,8.3609e-05
8,0,2,0.000195573,0.000204463
9,0,2,0.000926416,0.000935103
10,0,2,0.003957159,0.003966025
11,0,2,0.021973649,0.021982472
12,0,2,0.111905978,0.111915946
13,0,2,0.730270912,0.730279629
14,0,2,5.285928298,5.285937251
4,1,2,4.1538e-05,5.0593e-05
5,1,2,4.2337e-05,5.1049e-05
6,1,2,5.0472e-05,5.9323e-05
7,1,2,8.3327e-05,9.2058e-05
8,1,2,0.000209274,0.000218057
9,1,2,0.000921117,0.000929812
10,1,2,0.003885069,0.003894351
11,1,2,0.021977424,0.02198607
